TITRE;GENRE;NATIONALITE;DEVIS;LANGUE;;
DES ESCARGOTS ET DES HOMMES;Fiction;Roumanie/France;1 219 286,00;FR/EN;;
DESSINE-TOI…;Documentaire;France;489 224,00;FR/EN;;
ENFANTS À LOUER (BAMBINI IN AFFITO);Fiction;Italie/France;1 504 919,00;FR/EN;;
INCENDIES;Fiction;Canada/France;4 355 955,00;FR/EN;;
INDIGNADOS;Documentaire;France;977 566,00;FR/EN;;
LOVE IS ALL YOU NEED;Fiction;Danemark/Suede/France/Allemagne/Italie;5 618 668,00;FR/EN;;
MARIAGE BOULETTE;Fiction;France;1 240 721,00;FR/EN;;
QISSA;Fiction;Allemagne/Inde/France/Pays Bas;2 238 599,00;FR/EN;;
THE HUNTERS;Fiction;France;2 307 832,00;FR/EN;;
Etage du dessous (L');Fiction;Roumanie/France/Allemagne/Suède;1,19;FR/EN;;
Front du Wakhan (Le);Fiction;France/Belgique;2,45;FR/EN;;
Hasta manana;Fiction;France;0,51;FR/EN;;
Je vous souhaite d'être follement aimée;Fiction;France;2,15;FR/EN;;
Ladygrey;Fiction;France/Belgique/Afrique Du Sud;3,25;FR/EN;;
Papa ou maman d'abord ?;Fiction;France;12,84;FR/EN;;
Ponts de Sarajevo (Les);Fiction;Bosnie/France/Suisse/Italie/Portugal/Allemagne;2,2;FR/EN;;
Salto mortale;Docu;France/Suisse;0,26;FR/EN;;
Verdon secret;Docu;France;1,64;FR/EN;;
ARRIVANTS (LES);Documentaire;France;648 042,00;FR/EN;;
BONOBOS;Documentaire;France/Canada;2 700 000,00;FR/EN;;
BOUQUET FINAL;Fiction;France;8 000 000,00;FR/EN;;
COMPLICES;Fiction;France/Suisse;3 354 000,00;FR/EN;;
CRIME EST NOTRE AFFAIRE (LE);Fiction;France;9 743 085,00;FR/EN;;
DIX MILLIONS DE CENTIMES;Fiction;France;351 300,00;FR/EN;;
FOLLE HISTOIRE D'AMOUR DE SIMON ESKENAZY (LA);Fiction;France;3 801 630,00;FR/EN;;
OPÉRA AU BOUT DU MONDE (L');Documentaire;France/Belgique;497 866,00;FR/EN;;
ORPAILLEUR;Fiction;France;2 830 854,00;FR/EN;;
ROBE DU SOIR (LA);Fiction;France;1 701 660,00;FR/EN;;
ULTIMATUM;Fiction;France/Israel/Belgique/Italie;3 109 705,00;FR/EN;;
BRONZÉS 3 (LES) - AMIS POUR LA VIE;Fiction;France;35 056 049,00;FR/EN;;
FAUTEUILS D'ORCHESTRE;Fiction;France;8 688 629,00;FR/EN;;
FILLE DU JUGE (LA);Documentaire;France;1 200 823,00;FR/EN;;
HOMME QUI RÊVAIT D'UN ENFANT (L');Fiction;France;1 010 512,00;FR/EN;;
JE VOUS TROUVE TRES BEAU;Fiction;France;6 659 813,00;FR/EN;;
LOVE ET SES PETITS DESASTRES;Fiction;Grande Bretagne/France;10 574 571,00;FR/EN;;
O JÉRUSALEM;Fiction;France/Grece/Grande Bretagne/Italie/Israel;19 430 000,00;FR/EN;;
OLIVER TWIST;Fiction;France/Republique Tcheque/Grande Bretagne;50 052 027,00;FR/EN;;
PERSÉPOLIS;Animation;France;6 061 115,00;FR/EN;;
RUE SANTA FÉ;Documentaire;France/Chili/Belgique;637 153,00;FR/EN;;
BELLE ENDORMIE (LA);Fiction;Italie/France;4 810 000,00;FR/EN;;
BLOCHER, UNE VIE;Documentaire;Suisse/France;729 360,00;FR/EN;;
CHA CHA CHA;Fiction;Italie/France;3 609 308,00;FR/EN;;
EXTRAVAGANT VOYAGE DU JEUNE ET PRODIGIEUX T.S. SPIVET (L');Fiction;France/Canada;26 811 216,00;FR/EN;;
LAYLA FOURIE;Fiction;Allemagne/Afrique Du Sud/France/Pays Bas;2 940 918,00;FR/EN;;
LOVE LOVE LOVE;Fiction;France;98 010,00;FR/EN;;
NANA;Fiction;France;244 208,00;FR/EN;;
NATIONAL GALLERY;Documentaire;France;858 598,00;FR/EN;;
PAPA MARECHAL;Fiction;France;9 700 540,00;FR/EN;;
THE LAST DAYS;Fiction;Espagne/France;5 001 862,00;FR/EN;;
ADRIENN PAL;Documentaire;Hongrie/Pays Bas/Autriche/France;1 345 453,00;FR/EN;;
AMELIE AU PAYS DES BODIN'S;Fiction;France;600 048,00;FR/EN;;
ARNACOEUR (L');Fiction;France;8 713 198,00;FR/EN;;
AUTRE DUMAS (L');Fiction;France/Belgique;9 635 256,00;FR/EN;;
HUACHO;Fiction;Chili/France;694 861,00;FR/EN;;
LOI DE MURPHY (LA);Fiction;France;5 966 738,00;FR/EN;;
MERES ET FILLES;Fiction;France/Canada;3 439 711,00;FR/EN;;
ORPHELINE AVEC EN PLUS UN BRAS EN MOINS (L');Fiction;France;400 012,00;FR/EN;;
VISAGE;Fiction;France/Belgique/Pays Bas/Taiwan;3 825 411,00;FR/EN;;
AUBERGE ROUGE (L');Fiction;France;21 434 492,00;FR/EN;;
BAMAKO;Fiction;France;1 606 692,00;FR/EN;;
CHAOS (LE);Fiction;Egypte/France;1 460 000,00;FR/EN;;
NUAGE;Fiction;France;1 317 481,00;FR/EN;;
NUE PROPRIÉTÉ;Fiction;Belgique/France/Luxembourg;2 353 220,00;FR/EN;;
PARDONNEZ-MOI;Fiction;France;899 239,00;FR/EN;;
PERROQUET BLEU (LE);Fiction;France;1 033 980,00;FR/EN;;
REQUIEM POUR BILLY THE KID;Documentaire;France;726 487,00;FR/EN;;
ROMAN DE GARE;Fiction;France;4 205 241,00;FR/EN;;
SCAPHANDRE ET LE PAPILLON (LE);Fiction;France;10 802 331,00;FR/EN;;
CRIMES A OXFORD;Fiction;Espagne/Grande Bretagne/France;8 000 000,00;FR/EN;;
DE LA GUERRE;Fiction;France;2 616 942,00;FR/EN;;
MES STARS ET MOI;Fiction;France;8 503 200,00;FR/EN;;
MICROCLIMAT;Fiction;France;480 516,00;FR/EN;;
PLAGES D'AGNES (LES);Documentaire;France;1 977 548,00;FR/EN;;
SOIT JE MEURS, SOIT JE VAIS MIEUX;Fiction;France;2 402 294,00;FR/EN;;
SPLICE;Fiction;Canada/France;18 961 587,00;FR/EN;;
TENGRI LE BLEU DU CIEL;Fiction;France/Allemagne;1 629 000,00;FR/EN;;
UN SI BEAU VOYAGE;Fiction;France/Tunisie;1 762 402,00;FR/EN;;
Beaux jours d'Aranjuez (Les);Fiction;France/Allemagne;1504422;FR/EN;;
Correspondant (Le);Fiction;France/Belgique;3996801;FR/EN;;
Enfance d'un maître (L');Docu;France;514671;FR/EN;;
Ennemi invisible (L');Docu;France/Allemagne/Belgique;1268779;FR/EN;;
I paisani;Docu;France;329473;FR/EN;;
Juste la fin du monde;Fiction;Canada/France;5443782;FR/EN;;
Love and friendship;Fiction;Irlande/France/Pays-bas;2830941;FR/EN;;
Nains (les);Fiction;Maroc/France;760000;FR/EN;;
Rz 3;Fiction;France/Belgique;7997201;FR/EN;;
Toro;Fiction;Esp/France;4003437;FR/EN;;
Un plus une;Fiction;France;7894411;FR/EN;;
ENTENTE CORDIALE - FRIENDLY AGREEMENT;Documentaire;France/Autriche;2 493 247,00;FR/EN;;
GUERRE EST DECLAREE (LA);Fiction;France;1 824 082,00;FR/EN;;
JE FAIS FEU DE TOUT BOIS;Fiction;France;1 151 851,00;FR/EN;;
MA PART DU GATEAU;Fiction;France;7 885 486,00;FR/EN;;
MARIMBAS DEL INFIERNO;Fiction;Mexique/France;214 000,00;FR/EN;;
MON PIRE CAUCHEMAR;Fiction;France/Belgique;11 181 240,00;FR/EN;;
PRESUME COUPABLE;Fiction;France;6 124 073,00;FR/EN;;
ROUTE IRISH;Fiction;Grande Bretagne/France/Belgique/Espagne/Italie;5 852 406,00;FR/EN;;
SWITCH;Fiction;France;6 323 810,00;FR/EN;;
THE SECRET;Fiction;Canada/France;11 626 816,00;FR/EN;;
YEUX OUVERTS (LES);Documentaire;France;458 790,00;FR/EN;;
Au bord du monde;Docu;France;0,38;FR/EN;;
Comment les chèvres de ma mère sont devenues européennes;Docu;France;0,3;FR/EN;;
Francis (Les);Fiction;France;7,55;FR/EN;;
Jimmy's hall;Fiction;Grande Bretagne/Irlande/France;6,91;FR/EN;;
Opium;Fiction;France;1,03;FR/EN;;
Papa lumière;Fiction;France;3,24;FR/EN;;
Prochain Film (Le);Fiction;France;0,16;FR/EN;;
Sarajeviens;Docu;France;0,46;FR/EN;;
The Giacomo Variations;Fiction;France/Autriche/Allemagne;2,49;FR/EN;;
Un intervalle de 9 minutes;Fiction;Roumanie/France;0,83;FR/EN;;
ANNULAIRE (L');Fiction;France/Allemagne/Grande Bretagne;2 585 620,00;FR/EN;;
EMMENEZ-MOI;Fiction;France;2 103 993,00;FR/EN;;
HOMME DE LONDRES (L');Fiction;France/Hong Kong/Grande Bretagne/Allemagne;5 294 789,00;FR/EN;;
PARADISE NOW;Fiction;Pays Bas/France/Allemagne/Israel;1 999 372,00;FR/EN;;
APOLLONIDE SOUVENIRS DE LA MAISON CLOSE (L');Fiction;France;3 801 315,00;FR/EN;;
DEUX DE LA VAGUE;Documentaire;France;596 135,00;FR/EN;;
DUBAI FLAMINGO;Fiction;France/Portugal;838 934,00;FR/EN;;
EMOTIFS ANONYMES (LES);Fiction;France/Belgique;7 871 293,00;FR/EN;;
ITINERAIRE BIS;Fiction;France;3 998 300,00;FR/EN;;
JOUR DE LA GRENOUILLE (LE);Fiction;France;508 049,00;FR/EN;;
PROIE (LA);Fiction;France;9 706 711,00;FR/EN;;
TOI, MOI, LES AUTRES;Fiction;France;6 793 276,00;FR/EN;;
TUE-MOI;Fiction;Allemagne/France/Suisse;2 585 356,00;FR/EN;;
11 COMMANDEMENTS (LES);Fiction;France;4 347 873,00;FR/EN;;
2046;Fiction;France/Italie;13 700 000,00;FR/EN;;
ALEXANDRIE… NEW YORK;Fiction;France/Egypte;4 573 471,00;FR/EN;;
CLAN (LE);Fiction;France;1 156 299,00;FR/EN;;
CRIME CONTRE L'HUMANITE;Fiction;Canada/France/Grande Bretagne;16 439 106,00;FR/EN;;
IMPOSTURE;Fiction;France;5 183 158,00;FR/EN;;
JE SUIS UN ASSASSIN;Fiction;France;5 254 051,00;FR/EN;;
YO, SOR ALICE;Fiction;France;274 339,00;FR/EN;;
ALCESTE A BICYCLETTE;Fiction;France;7 996 350,00;FR/EN;;
CAPITAL (LE);Fiction;France;7 978 398,00;FR/EN;;
DEUX TEMPS TROIS MOUVEMENTS;Fiction;Canada/France;1 310 456,00;FR/EN;;
JC COMME JESUS CHRIST;Fiction;France;676 911,00;FR/EN;;
MISERERE;Fiction;France;15 407 065,00;FR/EN;;
THE FOOD GUIDE TO LOVE;Fiction;Espagne/Irlande/France;3 836 266,00;FR/EN;;
TRAHISON DES PERES (LA);Documentaire;France;1 066 475,00;FR/EN;;
A CÔTÉ;Documentaire;France;583 000,00;FR/EN;;
APRÈS LUI;Fiction;France;4 200 542,00;FR/EN;;
DONNE-MOI LA MAIN;Fiction;France;890 000,00;FR/EN;;
FILS DE RAMBOW (LE);Fiction;Grande Bretagne/France;6 557 505,00;FR/EN;;
HABANA BLUES;Fiction;Espagne/Cuba/France;2 625 002,00;FR/EN;;
JEAN DE LA FONTAINE;Fiction;France;7 492 511,00;FR/EN;;
MON COLONEL;Fiction;France/Belgique;5 015 202,00;FR/EN;;
NOCTURNA LA NUIT MAGIQUE;Animation;Espagne/France;7 956 166,00;FR/EN;;
CE SOIR JE DORS CHEZ TOI;Fiction;France;7 401 424,00;FR/EN;;
CLOWN;Fiction;Italie/France/Roumanie;2 391 969,00;FR/EN;;
DEUX MONDES (LES);Fiction;France/Afrique Du Sud/Belgique/Italie;18 200 000,00;FR/EN;;
HOME;Documentaire;France;11 563 336,00;FR/EN;;
SILENCE DE LORNA (LE);Fiction;Belgique/France/Italie;3 991 427,00;FR/EN;;
UN BARRAGE CONTRE LE PACIFIQUE;Fiction;France/Belgique;6 245 716,00;FR/EN;;
UN MONDE A NOUS;Fiction;France;4 737 367,00;FR/EN;;
COMME TOUT LE MONDE;Fiction;Belgique/Luxembourg/France/Canada/Allemagne;4 915 138,00;FR/EN;;
JEAN-PHILIPPE;Fiction;France;12 968 222,00;FR/EN;;
J'INVENTE RIEN;Fiction;France;1 400 000,00;FR/EN;;
MON FRÈRE SE MARIE;Fiction;Suisse/France;2 492 287,00;FR/EN;;
NOCTURNES;Fiction;France;1 172 727,00;FR/EN;;
REVOLVER;Fiction;Grande Bretagne/France;18 660 698,00;FR/EN;;
VOYAGE EN ARMENIE (LE);Fiction;France;3 489 968,00;FR/EN;;
A love you;Fiction;France;1,6;FR/EN;;
Diplomatie;Fiction;France/Allemagne;4;FR/EN;;
Homme que l'on aimait trop (L');Fiction;France;8;FR/EN;;
La Prunelle de mes yeux;Fiction;Turquie/France;0,31;FR/EN;;
N'importe qui;Fiction;France;3,05;FR/EN;;
Saisons (Les);Docu;France;29,76;FR/EN;;
CIRKUS COLUMBIA;Fiction;Bosnie Herzegovine/France/Grande Bretagne/Slovenie/Allemagne/Belgique;3 008 413,00;FR/EN;;
COLLECTIONS DE MITHAT BEY (LES);Fiction;Turquie/France/Allemagne;668 834,00;FR/EN;;
FIN DU SILENCE (LA);Fiction;France;1 506 427,00;FR/EN;;
JAFFA;Fiction;France/Israel/Allemagne;1 638 350,00;FR/EN;;
SANS LAISSER DE TRACES;Fiction;France/Belgique;7 580 443,00;FR/EN;;
THELMA, LOUISE ET CHANTAL;Fiction;France;3 400 316,00;FR/EN;;
AU SUIVANT!;Fiction;France;4 896 985,00;FR/EN;;
DOGORA OUVRONS LES YEUX;Documentaire;France;1 300 000,00;FR/EN;;
FRIPE (LA);Fiction;Tunisie/France;1 433 560,00;FR/EN;;
AU DIABLE STALINE, VIVE LES MARIES !;Fiction;Roumanie/France/Luxembourg;882 822,00;FR/EN;;
CENDRES ET SANG;Fiction;France/Roumanie;2 411 625,00;FR/EN;;
C'EST DUR D'ETRE AIME PAR DES CONS;Documentaire;France;386 859,00;FR/EN;;
CINEMAN;Fiction;France/Belgique;21 787 220,00;FR/EN;;
COACH (LE);Fiction;France;6 108 990,00;FR/EN;;
DAU;Fiction;Allemagne/Russie/France/Suede;5 896 628,00;FR/EN;;
DE L'AUTRE COTE DU LIT;Fiction;France;10 985 302,00;FR/EN;;
FIX ME;Documentaire;France/Suisse;700 218,00;FR/EN;;
GENERATION ELECTRO;Documentaire;France;593 344,00;FR/EN;;
HABANA MUDA;Documentaire;France;380 901,00;FR/EN;;
LOUP;Fiction;France;10 000 000,00;FR/EN;;
LOURDES;Fiction;Autriche/Allemagne/France;3 298 283,00;FR/EN;;
MADEMOISELLE CHAMBON;Fiction;France;3 762 078,00;FR/EN;;
OSS 117 RIO NE RÉPOND PLUS;Fiction;France;23 364 080,00;FR/EN;;
R.T.T.;Fiction;France;13 649 077,00;FR/EN;;
VENTS DE SABLE, FEMMES DE ROC;Documentaire;Autriche/Belgique/France;1 273 337,00;FR/EN;;
Amours et métamorphoses;Docu;France/Italie;0,19;FR/EN;;
Arès;Fiction;France;5,53;FR/EN;;
Belle Saison (La);Fiction;France;4,77;FR/EN;;
Dame dans l'auto avec des lunettes et un fusil (La);Fiction;France/Belgique;7,36;FR/EN;;
De notre situation économique;Fiction;Israël/France;0,64;FR/EN;;
Mille et une nuits (Les);Fiction;Portugal/France/Allemagne/Suisse;3,07;FR/EN;;
Occasion (L');Fiction;France;1,03;FR/EN;;
Premiers crus;Fiction;France;8,88;FR/EN;;
Snake bite;Fiction;Russie/Géorgie/Espagne/France;1,2;FR/EN;;
Un homme idéal;Fiction;France;5,09;FR/EN;;
Une famille à louer;Fiction;France/Belgique;7,99;FR/EN;;
Bravo virtuose;Fiction;France/Arménie/Belgique;1014259;FR/EN;;
Convoi de sel et de sucre (le);Fiction;Portugal/France;1358898;FR/EN;;
Elle;Fiction;France/Allemagne;8208546;FR/EN;;
Evita;Fiction;France/Argentine/Belgique/Esp;1101500;FR/EN;;
Happy time will come soon;Fiction;Italie/France;1149775;FR/EN;;
In art we trust;Docu;Suisse/France;321945;FR/EN;;
Innocentes (Les);Fiction;France/Pologne;6253524;FR/EN;;
Limite(s);Docu;France;97428;FR/EN;;
Père fils thérapie !;Fiction;France/Canada;7232594;FR/EN;;
Un coup à prendre;Fiction;France;3558000;FR/EN;;
Un jeune poète;Fiction;France;76025;FR/EN;;
ABSENCE (L');Fiction;France;442 885,00;FR/EN;;
APPARITION DE LA JOCONDE (L');Fiction;France;377 915,00;FR/EN;;
APRÈS MAI;Fiction;France;5 300 000,00;FR/EN;;
GOLTZIUS;Fiction;Pays Bas/Grande Bretagne/Croatie/France;2 030 000,00;FR/EN;;
MAMAN;Fiction;France;7 864 119,00;FR/EN;;
MOUTON;Fiction;France;750 000,00;FR/EN;;
PLAN DE TABLE;Fiction;France/Luxembourg/Belgique;7 531 133,00;FR/EN;;
REUSSIR SA VIE;Fiction;France;123 443,00;FR/EN;;
SAVEURS DU PALAIS (LES);Fiction;France;8 525 529,00;FR/EN;;
Alexandre;Fiction;France;5 944 013,00;FR/EN;;
Chanson douce;Fiction;France;4 905 533,00;FR/EN;;
Commando Breitner (Le);Fiction;France;4 992 796,00;FR/EN;;
Etat sauvage (L');Fiction;France/Canada;3 626 652,00;FR/EN;;
Fureur de voir (La);Docu;Suisse/France;777 537,00;FR/EN;;
Impulso;Docu;France;344 878,00;FR/EN;;
Joyeux anniversaire;Fiction;France;5 351 738,00;FR/EN;;
My Zoé;Fiction;Allemagne/France;4 649 267,00;FR/EN;;
Nuit je mens (La);Fiction;France;2 066 947,00;FR/EN;;
Revenir;Fiction;France;1 645 136,00;FR/EN;;
Venise n'est pas en Italie;Fiction;France/Belgique;6 788 636,00;FR/EN;;
Amant double;Fiction;France;7 105 634,00;FR/EN;;
Conseil de famille;Fiction;France;3 076 460,00;FR/EN;;
Demain dès l'aube;Fiction;Tunisie/France;527 558,00;FR/EN;;
Dents, pipi, au lit (Les);Fiction;France;3 907 414,00;FR/EN;;
Dernier vide grenier de Clare Darling;Fiction;France;5 236 033,00;FR/EN;;
Fauves (Les);Fiction;France;3 122 783,00;FR/EN;;
Grande muraille (La);Fiction;France;1 219 058,00;FR/EN;;
Hannah;Fiction;Italie/Belgique/France;2 215 356,00;FR/EN;;
Her job;Fiction;Grèce/France/Serbie;503 375,00;FR/EN;;
Il se passe quelque chose;Fiction;France;466 484,00;FR/EN;;
Knock;Fiction;France;12 673 764,00;FR/EN;;
L'ordine delle cose;Fiction;Italie/France;2 335 501,00;FR/EN;;
Lumière !;Docu;France;243 120,00;FR/EN;;
Muse;Fiction;Espagne/Irlande/Belgique/France;5 563 000,00;FR/EN;;
Place publique;Fiction;France;6 845 401,00;FR/EN;;
Santa et Cie;Fiction;France;28 336 705,00;FR/EN;;
Si j'étais un homme;Fiction;France;6 894 889,00;FR/EN;;
Transit;Fiction;Allemagne/France;4 245 387,00;FR/EN;;
Un merveilleux couple;Fiction;Allemagne/France;2 040 000,00;FR/EN;;
Voyez comme on danse;Fiction;France;8 926 380,00;FR/EN;;
Demain tout commence;Fiction;France/Grande Bretagne;17 540 562,00;FR/EN;;
Deux Rémi, deux;Fiction;France;176 521,00;FR/EN;;
Etoile du jour (L');Fiction;France;1 599 033,00;FR/EN;;
Marie Francine;Fiction;France;9 849 830,00;FR/EN;;
Mon poussin;Fiction;France;9 177 774,00;FR/EN;;
Nos patriotes;Fiction;France;6 205 079,00;FR/EN;;
Odyssée (L');Fiction;France;20 862 762,00;FR/EN;;
Pauline s'arrache;Docu;France;241 815,00;FR/EN;;
Tour (La);Anim;France/Norvège/Suède;2 135 880,00;FR/EN;;
Visages, visages;Docu;France;1 002 255,00;FR/EN;;
Chant des scorpions (Le);Fiction;Suisse/France;2 754 515,00;FR/EN;;
Colo;Fiction;Portugal/France;1 190 429,00;FR/EN;;
The Third Wave;Fiction;Irlande/France/Grande Bretagne;2 681 793,00;FR/EN;;
Bonnes intentions (Les);Fiction;France;4 942 729,00;FR/EN;;
Dans la gueule du requin;Fiction;France;3 246 352,00;FR/EN;;
Desrances;Fiction;Burkina Faso/France;952 067,00;FR/EN;;
Deux;Fiction;France/Luxembourg/Belgique;2 656 100,00;FR/EN;;
Jump;Fiction;Russie/Irlande/Lituanie/France;1 300 000,00;FR/EN;;
Lola vers la mer;Fiction;Belgique/France;2 678 899,00;FR/EN;;
Monsieur Deligny;Docu;France/Suisse;560 290,00;FR/EN;;
Pari;Fiction;Grèce/France/Pays-bas/Bulgarie;1 028 011,00;FR/EN;;
Part du feu (La);Fiction;Espagne/France/Luxembourg;1 220 000,00;FR/EN;;
Roxane (ex Tourne et roule ma poule);Fiction;France;4 334 159,00;FR/EN;;
Ulysse et Mona;Fiction;France;668 276,00;FR/EN;;
Voyage du prince (Le);Anim;France/Luxembourg;4 414 817,00;FR/EN;;
Alice T;Fiction;Roumanie/France/Suede;1 240 239,00;FR/EN;;
Engagement 1,0 (L');Fiction;France;270 543,00;FR/EN;;
Fleuve noir;Fiction;France;7 685 627,00;FR/EN;;
Flic de Belleville (Le);Fiction;France;15 373 446,00;FR/EN;;
Jeune fille sans mains (La);Anim;France;449 211,00;FR/EN;;
Kiss and cry;Fiction;France;362 553,00;FR/EN;;
Les Municipaux, ces héros;Fiction;France;6 626 320,00;FR/EN;;
Pauvre Georges;Fiction;France/Canada/Belgique;2 610 158,00;FR/EN;;
Première leçon;Fiction;Portugal/France;194 934,00;FR/EN;;
Scandinavian silence;Fiction;Estonie/France/Belgique;388 176,00;FR/EN;;
Un dans l'autre (L');Fiction;France/Belgique;5 003 855,00;FR/EN;;
Vieux fourneaux (Les);Fiction;France;5 874 561,00;FR/EN;;
Coexister;Fiction;France;9 518 944,00;FR/EN;;
Indivision;Fiction;France/Maroc;1 596 507,00;FR/EN;;
Iris;Fiction;France;7 949 636,00;FR/EN;;
Mes trésors;Fiction;France;11 330 596,00;FR/EN;;
Moutonnière (La);Fiction;France/Belgique;1 152 380,00;FR/EN;;
On revient de loin;Docu;France;173 677,00;FR/EN;;
Tamara;Fiction;France/Belgique;6 157 708,00;FR/EN;;
Un homme d'Etat;Fiction;France;852 995,00;FR/EN;;
Paula;Fiction;Allemagne/France;5 719 409,00;FR/EN;;
Un conte indien;Fiction;Belgique/France;5 409 000,00;FR/EN;;
Warrior's gate;Fiction;Chine/France;20 118 331,00;FR/EN;;
AURORE;Fiction;France;5 283 283,00;FR/EN;;
BANDIDAS;Fiction;France;27 673 594,00;FR/EN;;
CONCORDIA;Fiction;France;168 557,00;FR/EN;;
COW-BOY;Fiction;Belgique/France;7 809 245,00;FR/EN;;
ENTENTE CORDIALE (L');Fiction;France;18 211 498,00;FR/EN;;
JE M'APPELLE ELISABETH;Fiction;France;3 719 129,00;FR/EN;;
JUNGLE (LA);Fiction;France/Luxembourg;1 462 468,00;FR/EN;;
MALENTENDU COLONIAL (LE);Documentaire;France/Allemagne;302 648,00;FR/EN;;
MINOTAUR;Fiction;Luxembourg/Grande Bretagne/Allemagne/Espagne/Italie/France/Etats Unis;5 082 472,00;FR/EN;;
PETITS POUCETS (LES);Fiction;France;429 082,00;FR/EN;;
RAISON DU PLUS FAIBLE (LA);Fiction;France/Belgique;4 558 679,00;FR/EN;;
SELON CHARLIE…;Fiction;France;7 798 704,00;FR/EN;;
A CE SOIR;Fiction;France;2 994 201,00;FR/EN;;
CHORISTES (LES);Fiction;France/Suisse;5 330 000,00;FR/EN;;
CONVOYEUR (LE);Fiction;France;4 298 968,00;FR/EN;;
DEFENSE D'AIMER;Fiction;France;411 568,00;FR/EN;;
OEIL DE L'AUTRE (L');Fiction;France;1 613 583,00;FR/EN;;
PASSION (MOHAMED MALAS);Fiction;France/Tunisie/Syrie;1 409 928,00;FR/EN;;
POURQUOI (PAS) LE BRESIL ?;Fiction;France;1 599 715,00;FR/EN;;
TOUT POUR L'OSEILLE;Fiction;France;2 833 034,00;FR/EN;;
UN LONG DIMANCHE DE FIANCAILLES;Fiction;France;45 887 769,00;FR/EN;;
UNE VIE A T'ATTENDRE;Fiction;France;4 922 433,00;FR/EN;;
AALTRA;Fiction;Belgique/France;754 058,00;FR/EN;;
AVION (L');Fiction;France/Allemagne;10 141 970,00;FR/EN;;
CACHE CACHE;Fiction;France;1 803 086,00;FR/EN;;
DOMAINE PERDU (LE);Fiction;France/Roumanie/Italie/Espagne;2 888 674,00;FR/EN;;
EMPIRE DES LOUPS (L');Fiction;France/Italie;23 932 524,00;FR/EN;;
MOTS BLEUS (LES);Fiction;France;5 000 836,00;FR/EN;;
PART ANIMALE (LA);Fiction;France;1 220 146,00;FR/EN;;
POUR UN SEUL DE MES DEUX YEUX;Documentaire;France/Israel;568 457,00;FR/EN;;
UN PETIT JEU SANS CONSEQUENCES;Fiction;France;7 180 106,00;FR/EN;;
UN VRAI BONHEUR, LE FILM;Fiction;France;3 921 196,00;FR/EN;;
3 AMIS MENENT L'ENQUETE;Animation;Allemagne/France/Italie;7 300 000,00;FR/EN;;
AUTRE (L');Fiction;France;3 076 729,00;FR/EN;;
BANCS PUBLICS (VERSAILLES RIVE DROITE);Fiction;France;5 295 248,00;FR/EN;;
BUREAUX DE DIEU (LES);Fiction;France/Belgique;1 746 441,00;FR/EN;;
CHANSONS D'AMOUR;Fiction;France;3 215 547,00;FR/EN;;
GRANDES PERSONNES (LES);Fiction;France/Suede;1 764 427,00;FR/EN;;
JE TE MANGERAIS;Fiction;France;1 853 613,00;FR/EN;;
LA VIDA LOCA;Documentaire;France/Espagne/Mexique;1 198 396,00;FR/EN;;
LOUISE MICHEL;Fiction;France;2 562 739,00;FR/EN;;
MESRINE : L'INSTINCT DE MORT;Fiction;France/Canada/Italie;21 663 514,00;FR/EN;;
SECRET DE MOONACRE (LE);Fiction;Grande Bretagne/Hongrie/France;17 450 769,00;FR/EN;;
AMNISTIE;Fiction;Albanie/Grece/France;840 244,00;FR/EN;;
DERRIERE LES MURS;Fiction;France;3 212 683,00;FR/EN;;
EN ATTENDANT LA MER;Fiction;Allemagne/Russie/France/Belgique;2 756 660,00;FR/EN;;
HOLIDAY;Fiction;France;2 354 270,00;FR/EN;;
LOW LIFE;Fiction;France;2 432 990,00;FR/EN;;
MARQUIS (LE);Fiction;France;8 880 926,00;FR/EN;;
POULET AUX PRUNES;Fiction;France/Allemagne;11 030 074,00;FR/EN;;
RIEN A DECLARER;Fiction;France/Belgique;24 434 009,00;FR/EN;;
TABLEAU (LE);Animation;France/Belgique;4 262 731,00;FR/EN;;
C'est l'amour;Fiction;France;925000;FR/EN;;
De sas en sas;Fiction;France;1134500;FR/EN;;
Re, week end de pont;Fiction;France;7902344;FR/EN;;
Shut in;Fiction;France/Canada;12805728;FR/EN;;
